date,ticker,PE,PB,ROE,ROA,Debt_to_Equity
2019-09-12 00:00:00+05:30,360ONE_DAILY,24.888648656062408,12.372991838946678,0.3676023615192067,0.22640232083841683,0.6537865758907793
2019-09-12 00:00:00+05:30,3MINDIA_DAILY,43.35546086037088,8.458203827245063,0.14815288249312641,0.2091141668085911,0.6611086638120895
2019-09-12 00:00:00+05:30,AADHARHFC_DAILY,29.200187725572754,14.234173428044523,0.24345551119060982,0.21430020654664575,0.9132264637056999
2019-09-12 00:00:00+05:30,AARTIIND_DAILY,12.41981937605804,1.1363422135878933,0.12749427459506382,0.10272595464900582,1.4835867368190703
2019-09-12 00:00:00+05:30,AAVAS_DAILY,34.110268461329085,3.484771216371665,0.10122482044631953,0.027558131944832233,0.5459514539001628
2019-09-12 00:00:00+05:30,ABBOTINDIA_DAILY,26.11036346433212,9.687232593767012,0.34695802813424914,0.07990651332466453,1.4646112441642642
2019-09-12 00:00:00+05:30,ABB_DAILY,49.43890879759124,12.238157034778542,0.09633931024079732,0.13916505309372304,0.44645964157511175
2019-09-12 00:00:00+05:30,ABCAPITAL_DAILY,6.733736643967276,2.4583483596078306,0.15464206827254962,0.13527466381447917,1.1166199116877147
2019-09-12 00:00:00+05:30,ABFRL_DAILY,59.51852085270172,8.766406818985494,0.06420435447392414,0.1909533986024035,0.3912102894554214
2019-09-12 00:00:00+05:30,ABREL_DAILY,57.05629017781399,9.69937981948754,0.34810994029802533,0.07346111382127513,0.38649844317976967
2019-09-12 00:00:00+05:30,ABSLAMC_DAILY,54.33882575181157,3.0739834551108713,0.3603709066735259,0.09292094015059855,0.024749885015524165
2019-09-12 00:00:00+05:30,ACC_DAILY,5.861595589569443,6.367201957127292,0.44391456446585414,0.07035943970055675,0.6717138097506683
2019-09-12 00:00:00+05:30,ACE_DAILY,43.31905833436292,3.7926671254721382,0.32440260826837375,0.17018090979823502,1.2034637264581576
2019-09-12 00:00:00+05:30,ACMESOLAR_DAILY,17.793287931215396,0.8827458841789122,0.18109242349495774,0.23929854911930126,0.9131813740049346
2019-09-12 00:00:00+05:30,ADANIENSOL_DAILY,5.579181717787691,2.810762284166041,0.44760642647410254,0.2258315951203429,0.6085887370311251
2019-09-12 00:00:00+05:30,ADANIENT_DAILY,19.23573939202779,10.932394072849723,0.16563931194886683,0.23454929240561093,0.05308001877188956
2019-09-12 00:00:00+05:30,ADANIGREEN_DAILY,22.817855688912704,2.2016969330467475,0.24563033149261693,0.29068597030700305,0.10474569839851527
2019-09-12 00:00:00+05:30,ADANIPORTS_DAILY,27.653597821332724,5.868385510882636,0.22003444886661405,0.1948187082678715,1.0321964527057355
2019-09-12 00:00:00+05:30,ADANIPOWER_DAILY,34.71000124982321,13.283401621145348,0.4069523249029409,0.16258607940439487,0.6987070822354722
2019-09-12 00:00:00+05:30,AEGISLOG_DAILY,29.151004806930626,11.697137696688468,0.11627917453695674,0.20309400299443567,0.8651697756883808
2019-09-12 00:00:00+05:30,AFCONS_DAILY,40.25087128818977,8.844938440599805,0.1357370860709043,0.18799557053112967,0.8027272787501187
2019-09-12 00:00:00+05:30,AFFLE_DAILY,55.445296628267734,7.686821909122812,0.37896085377087646,0.2472062948529595,1.03154030340881
2019-09-12 00:00:00+05:30,AIAENG_DAILY,10.026126917486096,7.835085056475935,0.19988533278817233,0.28987488637553377,0.3061185683190739
2019-09-12 00:00:00+05:30,AIIL_DAILY,32.10544528329736,0.8027742957340525,0.0729728683249002,0.07377298966173478,0.6163475005194382
2019-09-12 00:00:00+05:30,AJANTPHARM_DAILY,45.47332878656681,13.260039345534663,0.36641942997701754,0.2003725680161008,0.48545498173483065
2019-09-12 00:00:00+05:30,AKUMS_DAILY,37.35780115298669,9.640909124659345,0.11120546609897575,0.28929316201007654,1.4534062080368955
2019-09-12 00:00:00+05:30,ALIVUS_DAILY,9.324002661977772,10.583889636200283,0.49150250003526447,0.2265294795635284,0.27626251992421724
2019-09-12 00:00:00+05:30,ALKEM_DAILY,35.44252558998625,6.411333724274253,0.2092228810635845,0.21310911818847508,1.1507649521244754
2019-09-12 00:00:00+05:30,ALKYLAMINE_DAILY,58.944449466930635,5.066579768386554,0.12367747398470615,0.16257656712479043,0.7130744640198041
2019-09-12 00:00:00+05:30,ALOKINDS_DAILY,39.338187969798355,11.347437682031789,0.1916528919511732,0.18271107983949839,1.1732852455559215
2019-09-12 00:00:00+05:30,AMBER_DAILY,28.47155517993412,2.107029467379104,0.07919004335731858,0.13693062339176995,0.18229879004629518
2019-09-12 00:00:00+05:30,AMBUJACEM_DAILY,52.584163735688364,7.86165318447594,0.3534559224637143,0.2273702565406744,1.363485956510798
2019-09-12 00:00:00+05:30,ANANDRATHI_DAILY,31.357386162556914,9.610098225422657,0.08888334790260885,0.2310301449413617,1.069582733419295
2019-09-12 00:00:00+05:30,ANANTRAJ_DAILY,57.94029470396451,7.324833795509784,0.2547964273952225,0.10735000349643524,0.8492658155242073
2019-09-12 00:00:00+05:30,ANGELONE_DAILY,36.97058075375923,0.5387919051253262,0.1832835454060615,0.19914339536029482,0.8998443439032882
2019-09-12 00:00:00+05:30,APARINDS_DAILY,6.9219330061918445,3.838448917515975,0.38819152438531845,0.07643626540023586,0.31171488136381753
2019-09-12 00:00:00+05:30,APLAPOLLO_DAILY,15.495489349961227,11.257956124707208,0.32864886040899954,0.1356453856067363,0.6193258249041572
2019-09-12 00:00:00+05:30,APLLTD_DAILY,9.196367470666274,6.206547626965346,0.13648792815405086,0.07167551014002711,1.498692822441891
2019-09-12 00:00:00+05:30,APOLLOHOSP_DAILY,8.38340245016787,14.96687125287562,0.289330714520743,0.15029552224369772,0.4738653549648737
2019-09-12 00:00:00+05:30,APOLLOTYRE_DAILY,44.6415984568803,7.1513853989877,0.32662535654662334,0.1634546550237021,1.231183469989491
2019-09-12 00:00:00+05:30,APTUS_DAILY,47.7594204079638,9.385673769709141,0.3130860635200608,0.1581689360043675,0.9601933812201118
2019-09-12 00:00:00+05:30,ARE&M_DAILY,36.633035506878045,14.299947613440326,0.2827762143282537,0.2502705076685527,1.3788289929427258
2019-09-12 00:00:00+05:30,ASAHIINDIA_DAILY,32.4662433636161,7.784156620759949,0.3662948916637736,0.17656992445099248,0.8624315562687312
