date,ticker,value_composite,quality_composite
2019-09-12 00:00:00+05:30,360ONE_DAILY,-0.542713666723177,0.39779636148831216
2019-09-16 00:00:00+05:30,360ONE_DAILY,-0.49205884248773446,1.3959990035774457
2019-09-17 00:00:00+05:30,360ONE_DAILY,-0.544303199559854,-0.16566727902065634
2019-09-18 00:00:00+05:30,360ONE_DAILY,-0.6080508680144997,-1.2064565358569193
2019-09-12 00:00:00+05:30,3MINDIA_DAILY,-0.47408855751311135,0.1163762920905355
2019-09-16 00:00:00+05:30,3MINDIA_DAILY,-0.48761094026917906,1.3850810600669796
2019-09-17 00:00:00+05:30,3MINDIA_DAILY,-0.365755425946634,-1.5702211866075824
2019-09-18 00:00:00+05:30,3MINDIA_DAILY,-0.00501450253024448,-1.3155721214501663
2019-09-12 00:00:00+05:30,AADHARHFC_DAILY,-0.5985119691271936,-0.335615401095168
2019-09-16 00:00:00+05:30,AADHARHFC_DAILY,1.4142771141224448,1.8664251310835722
2019-09-17 00:00:00+05:30,AADHARHFC_DAILY,-0.5903211564777692,0.7314759830716032
2019-09-18 00:00:00+05:30,AADHARHFC_DAILY,-0.4600184272634706,-0.46325375615512543
2019-09-12 00:00:00+05:30,AARTIIND_DAILY,2.2962898656909436,-1.8673678772667461
2019-09-16 00:00:00+05:30,AARTIIND_DAILY,-0.4649224881925412,1.5137156576733073
2019-09-17 00:00:00+05:30,AARTIIND_DAILY,-0.6079574137821556,-1.9104571199223535
2019-09-18 00:00:00+05:30,AARTIIND_DAILY,1.4043942555406446,-0.2566191944783472
2019-09-12 00:00:00+05:30,AAVAS_DAILY,0.11765228731590371,0.1184253250079719
2019-09-16 00:00:00+05:30,AAVAS_DAILY,-0.4239896498977498,-0.014904178868638988
2019-09-17 00:00:00+05:30,AAVAS_DAILY,1.8058738699049208,1.3625426396196347
2019-09-18 00:00:00+05:30,AAVAS_DAILY,-0.29960985973173043,-1.6127226392381122
2019-09-12 00:00:00+05:30,ABBOTINDIA_DAILY,-0.4732970206769288,-1.604740182768874
2019-09-16 00:00:00+05:30,ABBOTINDIA_DAILY,-0.2280151098656329,-1.386023519122622
2019-09-17 00:00:00+05:30,ABBOTINDIA_DAILY,-0.5406960599225692,0.34759879017867484
2019-09-18 00:00:00+05:30,ABBOTINDIA_DAILY,4.28392728279464,-0.48573406248318934
2019-09-12 00:00:00+05:30,ABB_DAILY,-0.6071729967064049,0.460659843523558
2019-09-16 00:00:00+05:30,ABB_DAILY,-0.31853451903234575,0.08247460185819265
2019-09-17 00:00:00+05:30,ABB_DAILY,5.707215425141474,-1.1009396794693604
2019-09-18 00:00:00+05:30,ABB_DAILY,-0.7111827824382259,-1.5791580985412736
2019-09-12 00:00:00+05:30,ABCAPITAL_DAILY,0.9258778518754652,-0.9789048108985619
2019-09-16 00:00:00+05:30,ABCAPITAL_DAILY,-0.2442552659403015,-0.28945385600236745
2019-09-17 00:00:00+05:30,ABCAPITAL_DAILY,0.7261451619249488,-0.7612773198939198
2019-09-18 00:00:00+05:30,ABCAPITAL_DAILY,-0.6705588054666258,-0.23984992294689214
2019-09-12 00:00:00+05:30,ABFRL_DAILY,-0.5093261306457029,0.6063641467941139
2019-09-16 00:00:00+05:30,ABFRL_DAILY,0.10221525969918545,-0.6466032969489832
2019-09-17 00:00:00+05:30,ABFRL_DAILY,-0.25473839138490295,1.0267445531116755
2019-09-18 00:00:00+05:30,ABFRL_DAILY,-0.514651713255838,-0.3131010484059515
2019-09-12 00:00:00+05:30,ABREL_DAILY,-0.5439791759995952,0.8032123561248556
2019-09-16 00:00:00+05:30,ABREL_DAILY,-0.4023700478562344,0.47046034458942537
2019-09-17 00:00:00+05:30,ABREL_DAILY,-0.4918927113205542,-0.5029316683529665
2019-09-18 00:00:00+05:30,ABREL_DAILY,0.2983428089262183,1.2435122727274464
2019-09-12 00:00:00+05:30,ABSLAMC_DAILY,0.2104252999034371,1.6486732003357074
2019-09-16 00:00:00+05:30,ABSLAMC_DAILY,-0.5108869424523749,-1.1969623210764364
2019-09-17 00:00:00+05:30,ABSLAMC_DAILY,1.8728515695076735,0.012921206051090236
2019-09-18 00:00:00+05:30,ABSLAMC_DAILY,-0.5794559205779648,-1.6200770878294717
2019-09-12 00:00:00+05:30,ACC_DAILY,0.15612629551596732,0.2683996484717649
2019-09-16 00:00:00+05:30,ACC_DAILY,-0.5888432883764395,-0.706376573463084
2019-09-17 00:00:00+05:30,ACC_DAILY,-0.036118294169439145,-1.5614477898504882
2019-09-18 00:00:00+05:30,ACC_DAILY,2.182535533046131,1.2560433256880679
2019-09-12 00:00:00+05:30,ACE_DAILY,0.017797849700903326,-0.9442238751814461
2019-09-16 00:00:00+05:30,ACE_DAILY,-0.2023813972743834,0.21232402833507272
2019-09-17 00:00:00+05:30,ACE_DAILY,2.580670338169124,-0.7195349653915398
2019-09-18 00:00:00+05:30,ACE_DAILY,-0.43637097643360373,-1.2264039809361713
2019-09-12 00:00:00+05:30,ACMESOLAR_DAILY,3.0689851190455615,-0.37734400078211355
2019-09-16 00:00:00+05:30,ACMESOLAR_DAILY,4.202322171225596,0.16025898700056795
2019-09-17 00:00:00+05:30,ACMESOLAR_DAILY,-0.6234685426921747,-0.3431955559331794
2019-09-18 00:00:00+05:30,ACMESOLAR_DAILY,-0.10044079853247344,0.9840169465125992
2019-09-12 00:00:00+05:30,ADANIENSOL_DAILY,0.8573318630018227,0.5879186855616609
2019-09-16 00:00:00+05:30,ADANIENSOL_DAILY,1.700330660009541,-0.7163384302336229
2019-09-17 00:00:00+05:30,ADANIENSOL_DAILY,-0.2708057367272189,-0.15492585338479264
2019-09-18 00:00:00+05:30,ADANIENSOL_DAILY,-0.4250838234240567,0.6347852976551055
2019-09-12 00:00:00+05:30,ADANIENT_DAILY,-0.46676972582097764,1.5257937655351834
2019-09-16 00:00:00+05:30,ADANIENT_DAILY,-0.6289717622468967,-1.7047538691380875
2019-09-17 00:00:00+05:30,ADANIENT_DAILY,-0.482459984009702,0.20344355402362566
2019-09-18 00:00:00+05:30,ADANIENT_DAILY,-0.6053716189561746,-1.3344962667043478
2019-09-12 00:00:00+05:30,ADANIGREEN_DAILY,0.7322356929466012,1.5625090227385416
2019-09-16 00:00:00+05:30,ADANIGREEN_DAILY,3.136290441346263,-1.0761460697556555
2019-09-17 00:00:00+05:30,ADANIGREEN_DAILY,0.29792752276051165,-0.5880964830885604
2019-09-18 00:00:00+05:30,ADANIGREEN_DAILY,-0.40198907633256026,0.4763597055816399
2019-09-12 00:00:00+05:30,ADANIPORTS_DAILY,-0.25335928003956076,-0.6500165387501314
2019-09-16 00:00:00+05:30,ADANIPORTS_DAILY,-0.4470661019558701,-0.8583399212057358
2019-09-17 00:00:00+05:30,ADANIPORTS_DAILY,-0.5619521549925737,0.46161147682578973
2019-09-18 00:00:00+05:30,ADANIPORTS_DAILY,-0.5638641697889566,-0.9850667155425908
2019-09-12 00:00:00+05:30,ADANIPOWER_DAILY,-0.599890862777438,0.26983019785227935
